TIPO DE ACIDENTE,DATA,HORA,REGIÃO,COORDENADA GEOGRÁFICA,SITUAÇÃO CLIMÁTICA/LUMINOSIDADE,CONDIÇÕES DA SUPERFÍCIE DE ROLAMENTO,POSSUI SINALIZAÇÃO HORIZONTAL,POSSUI SINALIZAÇÃO VERTICAL,PRÓXIMO A EQUIPO ELETRÔNICO,HOUVE OUTROS VEÍCULOS ENVOLVIDOS,QUANTOS VEÍCULOS,HAVIA OUTROS OCUPANTES NO VEÍCULO,QUANTOS OCUPANTES,ENVOLVIDOS,FERIDOS,ÓBITOS,FOI REALIZADO O TESTE DE BAFÔMETRO,QUAL O RESULTADO,POSSUI HABILITAÇÃO,VEÍCULO TIPO,HOUVE DANOS AO PATRIMÔNIO PÚBLICO?,HOUVE DANOS AO MEIO AMBIENTE?
Atropelamento,2022-12-19,07:45,Leste,"-25.426099, -49.235531",Chuva / Dia,Seca,Sim,Sim,Sim,Sim,3,Não,1,2,1,0,Sim,Positivo,Sim,Ônibus,Sim,Sim
Queda de moto,2018-06-07,11:00,Norte,"-25.395035, -49.266797",Seco / Dia,Molhada,Sim,Não,Não,Sim,4,Sim,2,1,0,0,Sim,Negativo,Sim,Ônibus,Sim,Não
Queda de moto,2011-07-06,05:00,Leste,"-25.430048, -49.225315",Seco / Noite,Molhada,Sim,Sim,Sim,Não,1,Não,1,1,0,0,Sim,Positivo,Sim,Bicicleta,Não,Sim
Atropelamento,2018-11-13,03:00,Oeste,"-25.425985, -49.312192",Seco / Noite,Molhada,Não,Sim,Não,Não,1,Não,1,5,0,0,Não,Não realizado,Sim,Moto,Não,Não
Capotamento,2007-06-11,04:00,Centro,"-25.410045, -49.260204",Seco / Noite,Seca,Sim,Não,Sim,Sim,4,Sim,3,3,3,0,Não,Não realizado,Sim,Carro,Não,Sim
Colisão,2018-12-28,14:00,Oeste,"-25.430066, -49.328277",Seco / Dia,Escorregadia,Sim,Sim,Sim,Sim,3,Não,1,1,1,0,Sim,Negativo,Sim,Bicicleta,Sim,Não
Capotamento,2014-12-30,18:30,Leste,"-25.423499, -49.239144",Chuva / Dia,Escorregadia,Não,Sim,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Não,Carro,Sim,Não
Atropelamento,2005-01-29,17:45,Leste,"-25.418168, -49.243684",Chuva / Dia,Seca,Sim,Sim,Sim,Sim,4,Sim,2,2,0,0,Sim,Negativo,Não,Bicicleta,Sim,Não
Queda de moto,2016-03-13,13:45,Leste,"-25.420709, -49.224303",Chuva / Dia,Escorregadia,Não,Não,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Moto,Não,Não
Queda de moto,2005-05-30,13:00,Centro,"-25.415919, -49.276334",Seco / Dia,Escorregadia,Sim,Não,Sim,Não,1,Sim,2,1,1,0,Sim,Negativo,Sim,Ônibus,Não,Não
Capotamento,2012-12-11,06:00,Norte,"-25.388664, -49.267552",Seco / Dia,Seca,Sim,Sim,Não,Não,1,Não,1,4,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Atropelamento,2016-10-02,18:30,Oeste,"-25.413942, -49.320433",Neblina / Dia,Molhada,Sim,Não,Não,Não,1,Sim,2,4,4,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2005-08-27,18:30,Oeste,"-25.436862, -49.318560",Neblina / Dia,Molhada,Sim,Sim,Não,Sim,4,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Atropelamento,2017-11-05,10:30,Oeste,"-25.436837, -49.334169",Seco / Dia,Molhada,Não,Sim,Não,Sim,4,Não,1,2,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2019-06-16,01:30,Leste,"-25.417580, -49.231636",Neblina / Noite,Molhada,Não,Sim,Sim,Não,1,Sim,5,1,0,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2016-07-13,18:00,Norte,"-25.381438, -49.257516",Neblina / Dia,Escorregadia,Sim,Sim,Sim,Sim,2,Sim,3,1,1,0,Sim,Negativo,Sim,Bicicleta,Sim,Não
Colisão,2025-01-22,09:45,Sul,"-25.442719, -49.290986",Seco / Dia,Seca,Sim,Sim,Não,Sim,4,Sim,3,3,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Capotamento,2018-12-17,18:45,Norte,"-25.389314, -49.277198",Seco / Dia,Seca,Não,Não,Sim,Sim,3,Sim,3,1,1,0,Não,Não realizado,Sim,Moto,Não,Não
Queda de moto,2013-12-26,22:30,Leste,"-25.435298, -49.233488",Chuva / Noite,Escorregadia,Sim,Não,Não,Sim,3,Sim,4,3,2,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2012-01-09,19:30,Leste,"-25.437629, -49.219110",Seco / Noite,Escorregadia,Sim,Não,Não,Não,1,Não,1,3,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Atropelamento,2012-05-07,08:30,Oeste,"-25.423874, -49.303558",Chuva / Dia,Seca,Sim,Não,Não,Sim,2,Sim,5,4,1,1,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2020-11-18,23:30,Centro,"-25.431108, -49.263197",Neblina / Noite,Seca,Não,Sim,Não,Não,1,Sim,5,1,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Atropelamento,2021-12-09,07:15,Leste,"-25.414985, -49.248536",Seco / Dia,Molhada,Sim,Não,Não,Sim,4,Sim,3,3,2,0,Não,Não realizado,Não,Bicicleta,Não,Não
Colisão,2008-08-15,14:00,Oeste,"-25.426802, -49.310982",Seco / Dia,Seca,Não,Sim,Sim,Sim,2,Sim,2,4,1,0,Sim,Positivo,Não,Caminhão,Sim,Não
Capotamento,2016-01-28,06:30,Centro,"-25.437278, -49.269766",Seco / Dia,Seca,Sim,Sim,Não,Sim,4,Sim,5,3,2,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Queda de moto,2005-01-10,20:00,Oeste,"-25.423074, -49.327888",Seco / Noite,Seca,Sim,Não,Sim,Sim,2,Sim,5,3,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2022-02-21,05:30,Norte,"-25.387441, -49.266603",Chuva / Noite,Escorregadia,Sim,Sim,Sim,Não,1,Não,1,1,1,0,Sim,Negativo,Sim,Moto,Sim,Não
Colisão,2011-06-23,23:45,Centro,"-25.430901, -49.282068",Seco / Noite,Molhada,Sim,Não,Sim,Não,1,Não,1,4,3,0,Não,Não realizado,Sim,Moto,Sim,Não
Atropelamento,2017-05-29,10:15,Centro,"-25.436384, -49.287847",Chuva / Dia,Molhada,Sim,Sim,Não,Sim,2,Sim,3,2,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Atropelamento,2007-04-13,00:30,Sul,"-25.463935, -49.309259",Seco / Noite,Escorregadia,Sim,Sim,Não,Sim,4,Sim,2,2,2,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2013-11-02,09:15,Norte,"-25.383272, -49.249373",Seco / Dia,Seca,Sim,Sim,Sim,Não,1,Sim,2,2,0,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2025-08-05,04:00,Centro,"-25.431708, -49.268345",Seco / Noite,Seca,Não,Sim,Sim,Sim,4,Sim,4,5,5,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2015-06-09,17:00,Oeste,"-25.415968, -49.319502",Seco / Dia,Escorregadia,Não,Sim,Sim,Sim,4,Não,1,1,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Capotamento,2017-06-24,23:30,Norte,"-25.382920, -49.264435",Seco / Noite,Escorregadia,Sim,Não,Não,Sim,3,Não,1,2,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2006-07-23,21:15,Norte,"-25.401790, -49.249670",Seco / Noite,Molhada,Não,Sim,Sim,Não,1,Não,1,1,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2010-03-26,18:00,Oeste,"-25.426480, -49.333450",Neblina / Dia,Seca,Não,Não,Não,Não,1,Não,1,3,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2015-08-24,02:00,Leste,"-25.436186, -49.225481",Chuva / Noite,Seca,Não,Não,Não,Não,1,Não,1,1,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Capotamento,2021-05-08,17:00,Sul,"-25.472949, -49.297607",Seco / Dia,Seca,Não,Não,Não,Não,1,Não,1,1,0,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Queda de moto,2014-05-16,14:45,Centro,"-25.438308, -49.288759",Seco / Dia,Seca,Sim,Sim,Sim,Não,1,Não,1,1,0,0,Sim,Positivo,Sim,Bicicleta,Sim,Não
Colisão,2018-02-10,14:15,Centro,"-25.429277, -49.282323",Chuva / Dia,Escorregadia,Sim,Não,Não,Não,1,Sim,4,1,1,0,Não,Não realizado,Sim,Carro,Sim,Sim
Colisão,2010-10-25,21:15,Norte,"-25.397228, -49.278607",Seco / Noite,Seca,Não,Sim,Sim,Não,1,Sim,4,1,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Queda de moto,2019-05-26,11:15,Norte,"-25.403206, -49.279305",Seco / Dia,Escorregadia,Não,Sim,Sim,Não,1,Sim,3,1,1,0,Sim,Negativo,Não,Carro,Não,Não
Colisão,2018-05-19,03:30,Centro,"-25.416321, -49.272500",Seco / Noite,Escorregadia,Sim,Não,Sim,Sim,4,Sim,5,2,2,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Atropelamento,2016-08-24,05:45,Sul,"-25.478357, -49.302081",Seco / Noite,Molhada,Sim,Sim,Não,Sim,4,Sim,5,5,0,0,Sim,Positivo,Sim,Moto,Sim,Não
Atropelamento,2018-05-06,20:30,Sul,"-25.478678, -49.300973",Seco / Noite,Seca,Sim,Não,Não,Sim,2,Sim,5,5,2,0,Sim,Negativo,Sim,Carro,Sim,Não
Atropelamento,2019-05-03,10:00,Sul,"-25.443314, -49.296973",Neblina / Dia,Escorregadia,Não,Não,Sim,Sim,2,Sim,2,5,0,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2006-01-30,09:15,Sul,"-25.440856, -49.303764",Seco / Dia,Seca,Sim,Não,Sim,Sim,2,Sim,4,4,0,0,Sim,Positivo,Sim,Moto,Sim,Não
Queda de moto,2023-11-16,01:30,Oeste,"-25.436797, -49.308661",Chuva / Noite,Molhada,Sim,Não,Não,Sim,3,Sim,2,4,0,0,Sim,Positivo,Sim,Moto,Não,Não
Capotamento,2008-12-11,00:45,Leste,"-25.415546, -49.248398",Seco / Noite,Escorregadia,Não,Não,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2011-12-07,13:00,Centro,"-25.417742, -49.277135",Chuva / Dia,Seca,Não,Não,Sim,Sim,3,Não,1,1,1,0,Sim,Negativo,Sim,Moto,Não,Não
Queda de moto,2019-06-17,01:15,Norte,"-25.398796, -49.269216",Chuva / Noite,Seca,Não,Sim,Sim,Não,1,Sim,2,2,2,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2017-07-14,04:00,Centro,"-25.434687, -49.274838",Chuva / Noite,Escorregadia,Sim,Não,Não,Sim,3,Sim,2,1,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2009-09-15,06:00,Leste,"-25.416651, -49.244929",Neblina / Dia,Seca,Sim,Não,Não,Não,1,Não,1,1,1,0,Sim,Positivo,Sim,Bicicleta,Sim,Não
Colisão,2018-12-15,13:45,Centro,"-25.412213, -49.275614",Chuva / Dia,Escorregadia,Sim,Não,Sim,Não,1,Sim,4,1,0,0,Não,Não realizado,Não,Bicicleta,Não,Não
Atropelamento,2019-06-27,16:00,Sul,"-25.470454, -49.288091",Chuva / Dia,Seca,Sim,Sim,Não,Não,1,Não,1,5,3,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2013-01-20,14:15,Oeste,"-25.415864, -49.321455",Seco / Dia,Seca,Sim,Sim,Sim,Sim,2,Sim,4,1,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2009-03-04,13:30,Norte,"-25.383038, -49.259889",Seco / Dia,Seca,Sim,Sim,Sim,Não,1,Não,1,3,3,0,Sim,Negativo,Sim,Carro,Não,Não
Colisão,2021-05-25,23:00,Sul,"-25.464657, -49.316636",Seco / Noite,Seca,Não,Sim,Não,Sim,3,Sim,4,2,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2005-01-09,04:45,Leste,"-25.412956, -49.209747",Seco / Noite,Seca,Não,Não,Não,Não,1,Sim,2,1,1,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2022-04-19,01:45,Leste,"-25.433445, -49.231932",Chuva / Noite,Molhada,Sim,Não,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Queda de moto,2016-07-11,17:45,Centro,"-25.413645, -49.264811",Seco / Dia,Escorregadia,Não,Sim,Sim,Não,1,Não,1,5,0,0,Não,Não realizado,Não,Caminhão,Não,Não
Atropelamento,2024-01-10,00:00,Centro,"-25.438001, -49.260454",Seco / Noite,Molhada,Não,Sim,Não,Sim,3,Sim,5,3,0,0,Sim,Negativo,Sim,Caminhão,Não,Não
Colisão,2009-11-23,17:15,Sul,"-25.471722, -49.286755",Seco / Dia,Seca,Não,Sim,Não,Não,1,Sim,5,5,3,0,Sim,Positivo,Sim,Bicicleta,Não,Não
Colisão,2014-10-27,16:45,Centro,"-25.413599, -49.269601",Seco / Dia,Molhada,Sim,Sim,Sim,Não,1,Não,1,1,0,0,Sim,Positivo,Sim,Bicicleta,Sim,Não
Colisão,2021-12-18,10:00,Sul,"-25.445355, -49.290410",Seco / Dia,Molhada,Não,Não,Sim,Sim,3,Não,1,1,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Capotamento,2007-08-23,03:15,Leste,"-25.415771, -49.242516",Seco / Noite,Molhada,Sim,Sim,Sim,Não,1,Não,1,2,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2023-12-12,06:45,Sul,"-25.445143, -49.307621",Seco / Dia,Molhada,Sim,Não,Sim,Sim,3,Sim,4,2,1,0,Sim,Negativo,Sim,Carro,Sim,Não
Atropelamento,2010-03-25,06:15,Leste,"-25.422107, -49.237400",Seco / Dia,Molhada,Sim,Não,Sim,Não,1,Não,1,5,5,0,Não,Não realizado,Não,Ônibus,Não,Não
Colisão,2012-03-09,16:00,Norte,"-25.406600, -49.241725",Seco / Dia,Seca,Não,Sim,Sim,Não,1,Não,1,3,2,0,Não,Não realizado,Não,Carro,Não,Não
Queda de moto,2012-08-31,09:30,Centro,"-25.422398, -49.262442",Chuva / Dia,Seca,Sim,Sim,Não,Sim,4,Sim,5,2,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2012-12-30,00:00,Sul,"-25.440509, -49.302237",Seco / Noite,Molhada,Sim,Sim,Não,Não,1,Não,1,3,2,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2013-12-05,17:45,Norte,"-25.382239, -49.283269",Chuva / Dia,Seca,Sim,Sim,Sim,Não,1,Sim,2,3,0,0,Sim,Positivo,Não,Bicicleta,Não,Não
Atropelamento,2010-03-28,05:45,Oeste,"-25.439446, -49.334705",Seco / Noite,Escorregadia,Sim,Não,Não,Sim,4,Sim,2,5,3,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2024-03-11,01:15,Sul,"-25.469813, -49.309216",Chuva / Noite,Escorregadia,Sim,Sim,Não,Sim,2,Sim,3,1,1,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2017-03-09,08:45,Sul,"-25.464243, -49.297463",Seco / Dia,Escorregadia,Sim,Não,Sim,Não,1,Não,1,2,0,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Capotamento,2005-01-06,22:15,Oeste,"-25.432883, -49.312330",Seco / Noite,Escorregadia,Sim,Sim,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2005-08-29,16:45,Leste,"-25.433174, -49.207620",Chuva / Dia,Escorregadia,Sim,Sim,Não,Sim,2,Não,1,2,0,0,Não,Não realizado,Não,Bicicleta,Sim,Não
Colisão,2024-08-02,22:30,Sul,"-25.471794, -49.306846",Chuva / Noite,Escorregadia,Sim,Sim,Sim,Não,1,Sim,2,3,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2019-10-03,11:00,Oeste,"-25.435262, -49.309789",Seco / Dia,Escorregadia,Sim,Não,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2010-05-15,15:30,Leste,"-25.413712, -49.241140",Seco / Dia,Molhada,Sim,Não,Sim,Sim,2,Não,1,3,1,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Capotamento,2013-10-11,06:30,Sul,"-25.448437, -49.308574",Chuva / Dia,Seca,Sim,Não,Sim,Não,1,Não,1,1,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2021-02-05,04:30,Centro,"-25.433842, -49.284005",Chuva / Noite,Escorregadia,Não,Não,Não,Não,1,Sim,3,1,1,0,Sim,Negativo,Sim,Moto,Sim,Não
Colisão,2016-07-15,06:30,Oeste,"-25.424320, -49.303103",Chuva / Dia,Escorregadia,Sim,Sim,Não,Sim,4,Sim,4,3,2,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Atropelamento,2015-07-22,11:15,Norte,"-25.409013, -49.251814",Seco / Dia,Molhada,Sim,Não,Sim,Não,1,Sim,3,5,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Atropelamento,2010-06-20,16:30,Centro,"-25.438546, -49.284350",Seco / Dia,Seca,Sim,Sim,Não,Sim,3,Sim,2,4,0,0,Sim,Positivo,Sim,Caminhão,Não,Sim
Queda de moto,2019-04-23,11:45,Leste,"-25.411495, -49.232477",Seco / Dia,Escorregadia,Não,Não,Sim,Não,1,Sim,4,1,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2018-11-09,12:15,Centro,"-25.437819, -49.264932",Chuva / Dia,Escorregadia,Sim,Não,Sim,Não,1,Sim,3,2,0,0,Sim,Negativo,Sim,Moto,Não,Não
Colisão,2022-05-24,09:30,Leste,"-25.423301, -49.249610",Seco / Dia,Escorregadia,Não,Sim,Não,Sim,3,Sim,5,1,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2012-03-07,13:30,Norte,"-25.405274, -49.272253",Seco / Dia,Escorregadia,Não,Não,Sim,Sim,3,Não,1,2,2,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Colisão,2014-05-18,12:45,Oeste,"-25.420353, -49.335383",Seco / Dia,Escorregadia,Não,Não,Não,Não,1,Sim,5,2,1,0,Não,Não realizado,Não,Carro,Não,Não
Queda de moto,2009-03-26,05:00,Centro,"-25.416686, -49.271392",Chuva / Noite,Molhada,Sim,Sim,Não,Não,1,Não,1,1,1,0,Sim,Positivo,Não,Moto,Não,Não
Colisão,2006-05-29,15:45,Centro,"-25.434875, -49.270115",Seco / Dia,Escorregadia,Sim,Sim,Sim,Sim,2,Não,1,4,0,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Capotamento,2017-05-21,20:30,Leste,"-25.433286, -49.246536",Seco / Noite,Molhada,Sim,Sim,Não,Sim,4,Não,1,1,0,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2020-10-05,17:30,Sul,"-25.461606, -49.309527",Seco / Dia,Molhada,Não,Sim,Sim,Não,1,Sim,4,5,3,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Queda de moto,2010-01-29,18:45,Centro,"-25.437474, -49.269361",Seco / Dia,Escorregadia,Sim,Não,Sim,Sim,4,Sim,3,3,2,0,Sim,Positivo,Sim,Carro,Não,Não
Colisão,2017-06-09,04:30,Leste,"-25.436205, -49.219428",Chuva / Noite,Molhada,Não,Não,Sim,Sim,2,Não,1,3,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2025-06-20,05:00,Centro,"-25.415864, -49.275089",Seco / Noite,Seca,Não,Sim,Sim,Não,1,Não,1,3,0,0,Sim,Positivo,Sim,Bicicleta,Não,Não
Queda de moto,2006-11-26,09:00,Norte,"-25.392691, -49.249384",Chuva / Dia,Escorregadia,Sim,Sim,Não,Não,1,Não,1,3,2,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2010-07-01,03:15,Norte,"-25.400129, -49.244405",Seco / Noite,Seca,Sim,Sim,Não,Não,1,Não,1,3,1,0,Não,Não realizado,Sim,Moto,Não,Não
Queda de moto,2016-06-04,04:45,Leste,"-25.423274, -49.204093",Chuva / Noite,Molhada,Não,Sim,Sim,Sim,2,Sim,3,2,2,0,Sim,Positivo,Sim,Caminhão,Não,Não
Colisão,2010-07-18,14:15,Sul,"-25.462383, -49.282083",Seco / Dia,Molhada,Não,Não,Sim,Não,1,Não,1,2,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Capotamento,2015-10-13,11:30,Oeste,"-25.438919, -49.320283",Chuva / Dia,Molhada,Sim,Não,Não,Não,1,Não,1,1,1,0,Sim,Positivo,Sim,Caminhão,Sim,Não
Colisão,2018-07-06,16:15,Oeste,"-25.415562, -49.339291",Seco / Dia,Molhada,Sim,Sim,Não,Sim,2,Sim,2,3,0,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2010-01-16,04:00,Leste,"-25.438100, -49.214234",Seco / Noite,Escorregadia,Sim,Sim,Sim,Não,1,Sim,3,3,3,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Queda de moto,2008-12-06,07:00,Leste,"-25.422434, -49.237529",Chuva / Dia,Molhada,Não,Sim,Não,Sim,2,Não,1,2,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Atropelamento,2007-07-26,20:00,Centro,"-25.433897, -49.278715",Seco / Noite,Seca,Não,Sim,Não,Não,1,Não,1,3,3,0,Não,Não realizado,Sim,Caminhão,Não,Não
Queda de moto,2022-03-12,02:15,Centro,"-25.419477, -49.286803",Neblina / Noite,Escorregadia,Sim,Não,Sim,Sim,2,Não,1,2,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2008-09-23,00:15,Norte,"-25.389054, -49.252831",Seco / Noite,Escorregadia,Sim,Sim,Não,Sim,2,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Não,Não
Capotamento,2017-10-20,18:30,Leste,"-25.427958, -49.225636",Seco / Dia,Seca,Sim,Não,Sim,Não,1,Não,1,2,1,0,Sim,Negativo,Sim,Moto,Não,Não
Atropelamento,2007-11-16,19:15,Centro,"-25.430932, -49.261957",Seco / Noite,Escorregadia,Sim,Sim,Sim,Sim,2,Sim,2,5,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2021-03-26,10:15,Sul,"-25.476152, -49.302009",Seco / Dia,Seca,Sim,Sim,Não,Sim,2,Não,1,3,1,0,Não,Não realizado,Sim,Carro,Não,Sim
Capotamento,2013-11-27,02:00,Sul,"-25.453524, -49.286371",Seco / Noite,Molhada,Sim,Sim,Sim,Sim,3,Não,1,1,1,0,Sim,Positivo,Não,Carro,Não,Não
Colisão,2022-02-27,09:00,Leste,"-25.410735, -49.203783",Seco / Dia,Escorregadia,Não,Sim,Não,Sim,3,Sim,2,1,1,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2011-11-29,14:30,Centro,"-25.432827, -49.267930",Chuva / Dia,Seca,Não,Não,Não,Sim,4,Sim,3,5,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2013-09-19,08:15,Norte,"-25.394679, -49.266535",Seco / Dia,Seca,Não,Não,Não,Sim,3,Sim,2,2,1,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Colisão,2024-07-11,02:15,Norte,"-25.381181, -49.270166",Chuva / Noite,Molhada,Sim,Sim,Não,Sim,4,Sim,2,2,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2025-02-12,22:15,Leste,"-25.416170, -49.205933",Seco / Noite,Escorregadia,Sim,Não,Não,Não,1,Não,1,2,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2015-03-08,15:15,Oeste,"-25.417810, -49.323142",Seco / Dia,Seca,Não,Sim,Sim,Não,1,Sim,3,2,0,0,Sim,Positivo,Sim,Caminhão,Sim,Não
Atropelamento,2009-12-14,03:00,Oeste,"-25.417020, -49.328188",Chuva / Noite,Escorregadia,Não,Sim,Não,Não,1,Não,1,2,0,0,Sim,Negativo,Sim,Caminhão,Não,Não
Colisão,2021-03-03,23:15,Norte,"-25.382510, -49.259972",Seco / Noite,Molhada,Sim,Sim,Sim,Sim,4,Não,1,2,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2012-03-29,16:30,Norte,"-25.400384, -49.262347",Seco / Dia,Molhada,Sim,Sim,Sim,Não,1,Não,1,1,0,0,Sim,Positivo,Sim,Moto,Sim,Não
Colisão,2015-05-31,20:45,Oeste,"-25.437129, -49.310706",Chuva / Noite,Seca,Sim,Sim,Não,Não,1,Não,1,1,0,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Queda de moto,2013-06-12,14:45,Norte,"-25.408480, -49.263703",Chuva / Dia,Escorregadia,Sim,Sim,Não,Não,1,Não,1,2,0,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2017-03-12,10:45,Oeste,"-25.427461, -49.326915",Chuva / Dia,Molhada,Sim,Não,Sim,Sim,2,Não,1,1,0,0,Não,Não realizado,Sim,Moto,Não,Não
Queda de moto,2005-07-26,03:15,Centro,"-25.423797, -49.275725",Seco / Noite,Seca,Sim,Não,Não,Sim,4,Sim,5,1,1,0,Não,Não realizado,Não,Moto,Sim,Não
Colisão,2016-02-29,02:00,Leste,"-25.419269, -49.218809",Seco / Noite,Seca,Não,Sim,Não,Não,1,Sim,3,2,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Atropelamento,2018-12-13,03:30,Sul,"-25.479180, -49.305442",Seco / Noite,Escorregadia,Não,Sim,Não,Sim,4,Não,1,4,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Queda de moto,2024-01-12,03:45,Sul,"-25.452063, -49.285539",Seco / Noite,Molhada,Sim,Sim,Sim,Não,1,Não,1,3,1,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2011-11-10,08:00,Centro,"-25.414080, -49.276309",Chuva / Dia,Molhada,Sim,Não,Não,Não,1,Sim,3,2,2,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2021-02-17,06:15,Centro,"-25.437888, -49.289057",Chuva / Dia,Molhada,Sim,Não,Não,Sim,4,Não,1,2,0,0,Sim,Negativo,Sim,Bicicleta,Sim,Não
Capotamento,2016-10-06,13:00,Norte,"-25.389357, -49.261738",Seco / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Não,1,1,1,0,Sim,Positivo,Sim,Ônibus,Não,Não
Atropelamento,2017-12-25,02:15,Sul,"-25.453209, -49.299347",Seco / Noite,Seca,Não,Não,Sim,Sim,2,Sim,3,5,4,0,Sim,Negativo,Sim,Ônibus,Sim,Não
Colisão,2010-07-20,08:30,Centro,"-25.424665, -49.280528",Chuva / Dia,Escorregadia,Sim,Não,Não,Sim,4,Não,1,3,1,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2010-08-28,23:45,Oeste,"-25.429284, -49.311577",Seco / Noite,Molhada,Sim,Sim,Sim,Não,1,Não,1,4,1,0,Sim,Positivo,Sim,Carro,Sim,Não
Colisão,2008-09-07,19:45,Sul,"-25.453011, -49.293657",Chuva / Noite,Escorregadia,Não,Sim,Sim,Não,1,Não,1,2,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
